"index","mode_var","k","s","mean","i","g","h","dev","var","variance","std","gstd_var","ent"
"0","0.04679490998387337","23.097936363432137","4.316212154374588","3.3026745319366455","2.367431089282036","0.49698606133461","0.11066749987572576","0.3318459987640381","2.413543701171875","63.539222717285156","7.971190758101787","7.608371734619141","10.089710235595703"
"1","0.02101932279765606","30.838563734145488","4.8799538696976335","2.460960626602173","1.0809497833251953","0.25015464425086975","0.054516968911930565","0.15652742981910706","2.8138816356658936","47.953575134277344","6.924887993867414","8.531943321228027","9.817873001098633"
"2","0.004774264059960842","24.544864334133592","4.445186475304021","3.3615925312042236","2.046611063182354","0.4428473711013794","0.07943270749542698","0.39031970500946045","2.513091802597046","71.36853790283203","8.448034047711618","8.504857063293457","10.025083541870117"
"3","0.01244383119046688","33.80127491710404","4.879276302574211","1.9913337230682373","0.7908181101083755","0.2108565866947174","0.05660091576181038","0.10492363572120667","2.8269946575164795","31.69115447998047","5.629518822358955","7.759317874908447","9.79715633392334"
"4","0.03904137760400772","25.497970172649545","4.324615065298743","3.2324273586273193","2.42456217110157","0.5017540454864502","0.10723355237322303","0.35771918296813965","2.3019332885742188","55.36598587036133","7.440870761236652","7.757297992706299","10.151779174804688"
"5","0.3424149453639984","99.71206085481019","7.256983761952538","11.881831169128418","9.022693485021591","2.826916217803955","0.7945066706067098","2.328697681427002","2.452100992202759","848.87451171875","29.135602867162806","5.615972518920898","10.242298126220703"
"6","0.009514596313238144","56.70352653759803","5.713040367813934","3.006645441055298","1.6109986156225204","0.3933320641517639","0.08960338528414862","0.257331907749176","2.693687915802002","65.59323120117188","8.099006655819029","7.696990489959717","9.945846557617188"
"7","0.033809635788202286","555.4635782228978","14.109059682144123","4.164919376373291","3.140526995062828","0.596451997756958","0.11905820826125733","0.4419454336166382","2.6223230361938477","119.28492736816406","10.9218205509025","8.228407859802246","10.099493980407715"
"8","0.06060132011771202","26.761718827354205","4.706149312371213","3.8116817474365234","1.375815138220787","0.36383572220802307","0.07146839492460545","0.26256316900253296","2.941265821456909","125.69031524658203","11.211227886529743","8.618395805358887","9.729702949523926"
"9","0.06749170273542404","20.17768078420092","4.011859843162013","4.727144718170166","3.4499216973781586","0.7445151805877686","0.16079910057174238","0.5528353452682495","2.270672082901001","115.21435546875","10.733850793426056","7.652740001678467","10.157668113708496"
"10","0.033086664974689484","225.71252380178473","9.203086009082861","3.1479344367980957","1.3449907302856445","0.3471560776233673","0.08353766777824392","0.2100510597229004","3.003610372543335","89.40021514892578","9.455217853475787","7.904088973999023","9.80235481262207"
"11","0.025269698351621628","24.247317087768693","4.512864328993845","4.259704113006592","1.9818360581994057","0.43373414874076843","0.09840892236291181","0.26221126317977905","2.784379243850708","140.67459106445312","11.860693924047279","8.514057159423828","9.820749282836914"
"12","0.035586319863796234","27.876693534458084","4.516202921339553","4.123375415802002","2.1936655938625336","0.49590393900871277","0.09798792158618845","0.3638986051082611","2.562088966369629","111.60771179199219","10.564509781545068","8.466007232666016","9.966017723083496"
"13","0.01826794445514679","23.220919177869405","4.360228417687379","2.78005051612854","1.2024574987590313","0.28461968898773193","0.05505942941876999","0.1989801675081253","2.684018611907959","55.67707443237305","7.461746395614617","8.886645317077637","9.865476608276367"
"14","0.06016157567501068","48.398637122802484","5.602322174281911","5.95272970199585","2.975932866334915","0.8111171126365662","0.18429618547728285","0.5890957713127136","2.8024539947509766","278.2974853515625","16.682337001956647","7.331440448760986","9.900254249572754"
"15","0.026034535840153694","75.50331245368163","6.311962407986633","4.052384853363037","1.6058110632002354","0.3467896282672882","0.06151000126472056","0.23648101091384888","2.9480907917022705","142.7259979248047","11.94686049618111","9.708047866821289","9.761860847473145"
"16","0.006626473739743233","35.5762524362257","5.192061693167334","2.0215744972229004","0.7537397183477879","0.17470809817314148","0.03589041937987356","0.10408596694469452","3.0044429302215576","36.889896392822266","6.073736943497247","8.978394508361816","9.706377029418945"
"17","0.05034622922539711","30.26035149537251","4.49494792045078","4.163726329803467","3.0933561623096466","0.6465237736701965","0.13840363864973773","0.4920530915260315","2.3194985389709473","93.27227020263672","9.657807490549942","7.755524158477783","10.14571762084961"
"18","0.02734752930700779","42.77466065303654","4.809376847120574","2.8389360904693604","1.264461662620306","0.3024201989173889","0.0633730309247646","0.19624488055706024","2.6117918491363525","54.977928161621094","7.414749039648227","8.663562774658203","9.90708065032959"
"19","0.07448216527700424","64.20924125879401","6.186581824484503","2.107497453689575","1.3062948808073997","0.4462091624736786","0.13810085900147212","0.30714553594589233","2.5662577152252197","29.250591278076172","5.4084096202755685","5.583813190460205","10.118830680847168"
"20","0.062414612621068954","27.60737787970227","4.676056924324301","4.462579250335693","2.214539423584938","0.6483558416366577","0.17083968912199896","0.4249427020549774","2.6816840171813965","143.21453857421875","11.967289975576152","6.8610944747924805","9.934752464294434"
"21","0.020209359005093575","64.26020571671066","5.827366896370644","3.7831149101257324","1.8012806698679924","0.42123857140541077","0.08540502545878967","0.2945696711540222","2.7658851146698","109.48821258544922","10.463716029077943","8.465434074401855","9.878255844116211"
"22","0.03802668675780296","28.87013792226342","4.771560970201907","4.290882587432861","2.078644260764122","0.5225880742073059","0.10293442467655557","0.40166592597961426","2.729428291320801","137.16290283203125","11.711717239228166","8.067155838012695","9.896339416503906"
"23","0.03308471292257309","487.98115416150785","12.513267741013415","6.084925174713135","4.619198054075241","0.9998183846473694","0.22699941192254783","0.6958876252174377","2.5271832942962646","236.4742889404297","15.377801128050033","7.290541172027588","10.136483192443848"
"24","0.03821907192468643","132.65311652002035","7.3215471029481405","1.6870595216751099","0.8742321133613586","0.23600919544696808","0.049606779451896406","0.19735465943813324","2.7443385124206543","21.435625076293945","4.629886297969276","7.60527229309082","9.95716667175293"
"25","0.009080179035663605","31.392247954564816","4.920798367501706","2.287581443786621","0.9138499852269888","0.1925787329673767","0.039348367710844497","0.108214370906353","2.9076380729675293","44.24190139770508","6.6514935061829235","9.353971481323242","9.742831230163574"
"26","0.043797776103019714","21.673493238888053","4.136573376988881","5.371840953826904","3.7864158153533936","0.7600482702255249","0.14540084426216154","0.6127487421035767","2.3327603340148926","157.03140258789062","12.531281904087633","8.335799217224121","10.116422653198242"
"27","0.01957625150680542","31.206788156125228","4.750073308746118","4.097203254699707","1.8551531061530113","0.4304427206516266","0.07888769268154328","0.3241594135761261","2.6985039710998535","122.24219512939453","11.056376996348375","8.930606842041016","9.87923526763916"
"28","0.039328888058662415","21.70386396279442","4.194760901291964","4.585580825805664","2.6859627701342106","0.6888704895973206","0.14432548109136015","0.5680160522460938","2.4341371059417725","124.58872985839844","11.161989836372307","7.582597255706787","10.066437721252441"
"29","0.09442316740751266","75.87289908359189","5.938790113484561","2.9216809272766113","1.9310363680124283","0.5261128544807434","0.15091504595271152","0.3111915588378906","2.517807960510254","54.1141357421875","7.356269163715609","6.268354892730713","10.087064743041992"
"30","0.042010530829429626","22.95885231560575","4.22321699915284","2.705657958984375","1.9869271218776703","0.38686779141426086","0.07868066183011387","0.2792850136756897","2.3385322093963623","40.034324645996094","6.327301433390083","8.159530639648438","10.117109298706055"
