"index","mode_var","k","s","mean","i","g","h","dev","var","variance","std","gstd_var","ent"
"0","37.74419543016327","126.4086716754438","9.100120202006009","50294.93589284657","29511.0615005994","14313.265512065724","5604.2980585197165","8937.31580893895","2.87444007477287","20900421083.53446","144570.87204301605","4.3541400462511985","9.790205428162224"
"1","3.7596592457182854","537.3735949860669","16.793489635890055","90593.7842822848","87615.00037279996","18131.377817337012","986.0452862513904","24643.73604026189","2.702637094726273","59947664682.41486","244843.97263243384","9.733311195361454","9.964956593172374"
"2","12.680569638054926","162.59936474890358","9.084040587166363","109073.25114262907","117722.55176978341","27762.253798527185","1976.605752413264","39591.39262371878","2.01046858657419","48087378278.17698","219290.00258484305","8.387232885302485","10.186889925824506"
"3","23.21938429754774","1509.6740464495342","27.754319329836974","298640.7667103862","290203.2207052933","61838.61921280216","3994.311796178289","81416.75781332483","2.8799260478681346","739708919577.6327","860069.8239348198","9.148527588479363","9.961819335243504"
"4","45.54624165647548","61.324778026713346","5.61697900495728","46954.64266608723","37525.35825486482","19145.54603274286","8543.272827166564","11600.726743643892","1.8633298498333348","7654847836.10006","87492.64859057272","3.7000039508921083","10.22853266233861"
"5","3.6274937587702243","428.18014557656784","15.64432296175627","272803.00442764093","234543.0530987301","47747.17797978993","4032.938543439616","57952.93936006056","3.3780139818583046","849221896516.2527","921539.3288036555","8.97773543893326","9.69902479203659"
"6","6.9218852551994","176.61852193438213","9.69736001159629","73231.53431392067","77434.89248580717","16749.342635456567","1418.6799401816738","21037.978732076037","2.301304641925686","28401710328.029057","168529.34369913602","8.283470123804321","10.052313104419941"
"7","5.8834604147495","214.74960969448102","11.669067715427216","12394.585987002754","3404.9623761117064","2372.814246415576","1080.0995549714191","1221.3880801357263","4.499656416019909","3110446644.2107954","55771.799917475524","4.186217291376975","9.089555893164606"
"8","55.19617327954752","615.7662173190657","17.631755422754065","164179.18625126017","190667.4870761166","54759.16958987552","5704.569467258991","76679.570875742","2.0715866478180582","115675771271.87402","340113.98087584955","6.761667514288902","10.33288365009316"
"9","20.207935489841564","14.334280450394395","3.1643888425234827","18774.89557330351","15464.358772582553","11910.99273477923","6884.577214155194","6723.541926726304","1.1374574718962753","456063584.2115483","21355.806674088017","2.6461484192570017","10.658852102936017"
"10","3.870124695638741","47.11048684924343","5.642173447199175","122276.01787025922","106247.26569081443","25836.886783308368","1164.5385099429725","36533.27987262196","2.1393612466824936","68430674787.792046","261594.5513208402","9.643747808967012","10.039172269998659"
